Sequence_ID,Step_0,Step_1,Step_2,Step_3,Step_4,Step_5,Step_6,Step_7,Step_8,Step_9,Step_10,Step_11,Step_12,Step_13,Step_14,Step_15,Step_16,Step_17,Step_18,Step_19,Step_20,Step_21,Step_22,Step_23,Step_24,Step_25,Step_26,Step_27,Step_28,Step_29,Step_30,Step_31,Step_32,Step_33,Step_34,Step_35,Step_36,Step_37,Step_38,Step_39,Step_40,Step_41,Step_42,Step_43,Step_44,Step_45,Step_46,Step_47,Step_48,Step_49,Step_50,Step_51,Step_52,Step_53,Step_54,Step_55,Step_56,Step_57,Step_58,Step_59,Step_60,Step_61,Step_62,Step_63,Step_64,Step_65,Step_66,Step_67,Step_68,Step_69,Step_70,Step_71,Step_72,Step_73,Step_74,Step_75,Step_76,Step_77,Step_78,Step_79,Step_80,Step_81,Step_82,Step_83,Step_84,Step_85,Step_86,Step_87,Step_88,Step_89,Step_90,Step_91,Step_92,Step_93,Step_94,Step_95,Step_96,Step_97,Step_98,Step_99,Step_100,Step_101,Step_102,Step_103,Step_104,Step_105,Step_106,Step_107,Step_108,Step_109,Step_110,Step_111,Step_112,Step_113,Step_114,Step_115,Step_116,Step_117,Step_118,Step_119,Step_120,Step_121,Step_122,Step_123,Step_124,Step_125,Step_126,Step_127,Step_128,Step_129,Step_130,Step_131,Step_132,Step_133,Step_134,Step_135,Step_136,Step_137,Step_138,Step_139,Step_140,Step_141,Step_142,Step_143,Step_144,Step_145,Step_146,Step_147,Step_148,Step_149,Step_150,Step_151,Step_152,Step_153,Step_154,Step_155,Step_156,Step_157,Step_158,Step_159,Step_160,Step_161,Step_162,Step_163,Step_164,Step_165,Step_166,Step_167,Step_168,Step_169,Step_170,Step_171,Step_172,Step_173,Step_174,Step_175,Step_176,Step_177,Step_178,Step_179,Step_180,Step_181,Step_182,Step_183,Step_184,Step_185,Step_186,Step_187,Step_188,Step_189,Step_190,Step_191
10,0.99999976,0.72053003,0.509518,0.3792727,0.3108683,0.27969897,0.2701299,0.26891473,0.26145163,0.24236473,0.2313431,0.22270463,0.2129946,0.20213549,0.19073756,0.17954667,0.16910632,0.15960671,0.15092035,0.14266963,0.13435687,0.12558354,0.116413005,0.10748321,0.09957102,0.09463138,0.09939097,0.11754794,0.1261446,0.13244036,0.13958852,0.14773269,0.15715542,0.16846502,0.18232095,0.19884194,0.21747231,0.23695979,0.25354418,0.26413018,0.2678317,0.26336342,0.25121427,0.23970442,0.23286647,0.22746758,0.22145978,0.213876,0.20409787,0.19166885,0.17627066,0.15810087,0.13828027,0.118367955,0.101499,0.089951366,0.08444324,0.08597942,0.09629973,0.11145583,0.119918965,0.12428271,0.12805234,0.13249904,0.13854866,0.14758162,0.16204853,0.18545131,0.21705961,0.24763009,0.26664686,0.2731045,0.27125472,0.26372895,0.2525077,0.24179153,0.23426844,0.22907457,0.22468993,0.21998563,0.21385103,0.204636,0.18946303,0.16412352,0.129455,0.09772194,0.07843745,0.07069789,0.071446426,0.07892096,0.09246401,0.10627207,0.11434004,0.11880696,0.12206543,0.1252167,0.12913603,0.13529693,0.14739956,0.17573386,0.22608382,0.26364937,0.27745,0.27778113,0.2716209,0.262039,0.25131005,0.24157372,0.2338517,0.22793896,0.2231733,0.21888037,0.21425228,0.20784524,0.1958667,0.16607915,0.110844865,0.07282885,0.05930266,0.05835385,0.06350861,0.07358547,0.087377355,0.09985088,0.10783118,0.112711474,0.11618237,0.119097605,0.12211196,0.12629902,0.1350164,0.16657817,0.24097827,0.27432236,0.27875218,0.27429876,0.26632586,0.2568876,0.24753164,0.23902264,0.23146786,0.22473983,0.21869357,0.21321714,0.20803677,0.20236072,0.19337632,0.16289283,0.08772667,0.0491968,0.044465534,0.04734435,0.05367181,0.06319773,0.07470288,0.08549591,0.09400288,0.1003998,0.105566695,0.11021974,0.11485997,0.1201759,0.12831804,0.1581582,0.25677434,0.2807665,0.27982712,0.27457592,0.26789644,0.2610315,0.25429,0.24739744,0.23981702,0.23072472,0.21872324,0.20091492,0.18101743,0.17071533,0.1571615,0.13075583,0.05125088,0.0024317193,0.0,0.00055499305,0.0019799024,0.0033562582,0.004083886,0.003936877,0.0030912373,0.0021161218,0.002192998,0.0065297666
11,0.0,0.5840485,0.8349974,0.93944895,0.9869123,0.9999996,0.9970069,0.9777068,0.9224387,0.83064085,0.7824577,0.75424445,0.73043406,0.7084749,0.6882026,0.6700471,0.65433884,0.6410154,0.6297225,0.61990464,0.61099964,0.60278815,0.59587806,0.5920925,0.5940231,0.60736406,0.65176725,0.7342627,0.76543117,0.7780836,0.7887468,0.7996467,0.8116144,0.8255601,0.8422986,0.86178553,0.88284504,0.90295297,0.9158191,0.916059,0.9011986,0.865781,0.8095501,0.76255596,0.7388474,0.7253665,0.71442467,0.70301366,0.6896915,0.6736315,0.6543801,0.63229907,0.6091291,0.5875029,0.5726112,0.5688751,0.57856417,0.6052511,0.6570123,0.72094804,0.7543601,0.76829827,0.7767485,0.78424144,0.7928747,0.80475116,0.8230841,0.85228825,0.8909116,0.92562443,0.94010437,0.92963487,0.9030192,0.8639229,0.8160903,0.773762,0.74624664,0.7297524,0.7185851,0.7092602,0.6994368,0.6865682,0.66681945,0.6348688,0.59218186,0.55540603,0.5387475,0.5429391,0.564336,0.60263824,0.65918964,0.7137787,0.7441911,0.7591659,0.7681271,0.77497905,0.7817942,0.79085416,0.80703723,0.84356004,0.9074358,0.9516353,0.9580299,0.9390691,0.90631557,0.8655817,0.8233565,0.78695863,0.7598481,0.7409004,0.72736514,0.7169138,0.7076314,0.6971932,0.68052655,0.64203006,0.5725288,0.5278644,0.5200234,0.53446335,0.5620843,0.6041483,0.65833056,0.70619756,0.73572034,0.7523889,0.76291203,0.7706275,0.7773826,0.78500307,0.7979479,0.8397558,0.93574965,0.97422737,0.9674204,0.94290024,0.9102186,0.8743817,0.84032243,0.8104885,0.7851199,0.7637324,0.74577993,0.7307952,0.7180796,0.70632124,0.691722,0.6511344,0.5560208,0.51199746,0.5164797,0.53455704,0.5613683,0.5985671,0.6423437,0.68264705,0.71343565,0.73530924,0.7515073,0.76465833,0.7764336,0.78825253,0.8029649,0.8444491,0.97239363,0.9970862,0.9831493,0.96038663,0.935669,0.91289824,0.8929115,0.87450796,0.85574454,0.83407336,0.805887,0.76832205,0.7258325,0.6951858,0.6601481,0.6129346,0.50656,0.44628176,0.4473039,0.45285696,0.45924595,0.4640399,0.4653407,0.4624817,0.4562114,0.44874775,0.4445811,0.45552102
12,0.43927056,0.80854565,0.9752245,0.99999946,0.9507617,0.8880658,0.8351329,0.80289394,0.79714483,0.8106197,0.78744227,0.74856484,0.707224,0.666296,0.62709975,0.5906958,0.5576346,0.52782875,0.50043267,0.47399643,0.44665068,0.41645893,0.38219956,0.34319124,0.2979103,0.24453777,0.17710303,0.1007544,0.08094988,0.08723255,0.1019861,0.1213879,0.1451728,0.17460607,0.21137583,0.25617346,0.30850562,0.36705333,0.4253124,0.47836277,0.52675146,0.5750328,0.6265326,0.6630809,0.67644495,0.67646176,0.6682862,0.6531232,0.6307579,0.6005427,0.56180626,0.5147835,0.46156198,0.40466884,0.3493531,0.29811838,0.24997135,0.20281099,0.1491733,0.0957974,0.07092512,0.064867295,0.06696488,0.07448597,0.08789036,0.109963626,0.14671326,0.20706321,0.29014423,0.37570208,0.44305962,0.4965899,0.540374,0.5805838,0.61990756,0.6510156,0.6685748,0.67569655,0.6761631,0.6713,0.66024494,0.63981277,0.60324776,0.5400652,0.45147008,0.36557326,0.3015383,0.25329727,0.21286596,0.17205541,0.12504607,0.083899915,0.063091904,0.055429857,0.05385919,0.05604403,0.062239446,0.07535521,0.10439917,0.17514305,0.30282032,0.40489036,0.46194792,0.5013959,0.5356351,0.5687266,0.599264,0.62333083,0.63901067,0.64742786,0.6507404,0.6502302,0.6456659,0.6344598,0.607755,0.53535324,0.3971612,0.29540327,0.2424536,0.20765053,0.17686474,0.14160523,0.10074434,0.0665118,0.047036175,0.038018253,0.03433993,0.03355795,0.035246085,0.041189793,0.0595042,0.13611124,0.32172543,0.4138848,0.44983566,0.47616786,0.5011039,0.52510023,0.5461264,0.563095,0.57601273,0.58516157,0.5908804,0.59352165,0.5930854,0.5882223,0.5724116,0.5006072,0.3132881,0.20735183,0.17378381,0.15102254,0.12790215,0.09985496,0.068622805,0.041162945,0.021690674,0.009759628,0.0031748998,0.00020136786,0.0,0.0031849681,0.014995193,0.083587795,0.3286659,0.40102407,0.42397666,0.44272736,0.45822597,0.46898237,0.47486567,0.47686592,0.47615442,0.47368097,0.46967375,0.45529273,0.44048548,0.45050016,0.45310786,0.41548565,0.22916669,0.10423471,0.08958185,0.08081899,0.07478802,0.07185141,0.07287502,0.078100525,0.08686002,0.09744862,0.10656723,0.10598662
13,0.0,0.27371418,0.4435685,0.5729544,0.6759735,0.76015997,0.82795346,0.8827606,0.9287243,0.9669687,0.982646,0.98539686,0.9818753,0.9747302,0.9656354,0.95581335,0.9460513,0.9366963,0.9276947,0.9186675,0.9090305,0.89813924,0.8856174,0.8712977,0.8547082,0.8353359,0.81147236,0.78521395,0.7786914,0.7813938,0.7871878,0.7947055,0.80387557,0.8151904,0.8293033,0.8464683,0.86647344,0.8887714,0.9107849,0.9305514,0.94821525,0.965333,0.9831423,0.99560547,0.99999976,0.9996719,0.99635446,0.99042016,0.9817528,0.97009474,0.95517796,0.937102,0.9166924,0.89495456,0.87397456,0.8547988,0.83711326,0.82022774,0.80156356,0.78330135,0.7748803,0.772974,0.7739654,0.7769485,0.782153,0.7906621,0.8047942,0.8279751,0.85985655,0.89256346,0.91799766,0.93768,0.9533381,0.96736044,0.980838,0.9913873,0.99725014,0.99949574,0.9993937,0.99735093,0.9929848,0.9850498,0.97093046,0.9465872,0.9125048,0.8795797,0.8553091,0.8374514,0.82293653,0.80871254,0.79263854,0.7786953,0.7717109,0.7692356,0.7688732,0.769857,0.77233225,0.7774372,0.7886487,0.8158794,0.8649793,0.90406716,0.92546946,0.93969977,0.9516539,0.962984,0.9733241,0.98139554,0.9865694,0.9892361,0.9901356,0.9896865,0.98775476,0.98331964,0.9729528,0.9450102,0.8917801,0.8527484,0.83283,0.82023925,0.80947685,0.79741555,0.7835731,0.7720337,0.7655252,0.7625868,0.76148057,0.7613823,0.7621772,0.76457846,0.77171344,0.80125993,0.8727114,0.9079676,0.9211887,0.93039703,0.9388845,0.946947,0.95394415,0.9595301,0.9637177,0.96659744,0.9682842,0.96889794,0.9684195,0.9663142,0.96005964,0.9322905,0.86012065,0.8195566,0.80717254,0.79915845,0.79123247,0.7817332,0.7712158,0.76201004,0.75553733,0.75164574,0.74960047,0.7488234,0.7490416,0.75052166,0.75528085,0.7818315,0.8761934,0.9037354,0.9119409,0.91836894,0.923539,0.92698777,0.9286886,0.92898333,0.92825735,0.92680407,0.92461586,0.91832685,0.9117571,0.91472495,0.91482186,0.89962184,0.8275426,0.77948886,0.7740624,0.7709415,0.76886046,0.7678895,0.7683029,0.77017593,0.77327514,0.77702636,0.7803144,0.7803782
14,0.9999999,0.70941687,0.5188193,0.39402208,0.31445682,0.26132974,0.2254978,0.19812961,0.16784422,0.13127205,0.11141723,0.09971604,0.09056988,0.08272115,0.07583194,0.06985995,0.06480013,0.060569603,0.057021264,0.053962197,0.05120628,0.048682094,0.046576343,0.045451075,0.04611366,0.05033215,0.064216726,0.08994418,0.0996485,0.1035617,0.106845126,0.110193364,0.11386902,0.118148066,0.123282224,0.12925771,0.13570811,0.14185244,0.14574857,0.14573362,0.14103732,0.12996124,0.112418674,0.09777039,0.09038862,0.08620506,0.08282227,0.07930557,0.07520798,0.070274696,0.064363256,0.05758836,0.050485086,0.043867003,0.039336823,0.038260266,0.04134495,0.049704112,0.06585708,0.08579167,0.09620554,0.100543,0.103162676,0.10547687,0.10813497,0.11178598,0.11741755,0.12638476,0.13823831,0.14887363,0.15325649,0.14991602,0.1415788,0.12937279,0.11445825,0.1012673,0.09269757,0.08756671,0.084099695,0.08121374,0.0781834,0.07422381,0.06815536,0.058343716,0.045242634,0.03397055,0.028905097,0.030284025,0.036990024,0.04894274,0.06657187,0.083584994,0.09306108,0.09772265,0.100507684,0.102631286,0.10473724,0.10752808,0.112504646,0.12372705,0.1433482,0.15690169,0.15879162,0.1528371,0.14260992,0.12990749,0.11674818,0.105409525,0.09696866,0.091073714,0.08686725,0.0836242,0.08075145,0.077530324,0.07240199,0.06057426,0.0392326,0.025538027,0.023190452,0.02772801,0.036349565,0.0494619,0.06634597,0.08126052,0.09045732,0.09564718,0.0989207,0.101317376,0.103411876,0.10576799,0.10975747,0.1226111,0.15210852,0.16390191,0.16172764,0.1540693,0.14387959,0.13271308,0.122103974,0.112813815,0.10491792,0.098264135,0.09268243,0.08802649,0.08408087,0.08043918,0.07593403,0.06345633,0.034246527,0.020757483,0.022201816,0.027848922,0.03620711,0.047797486,0.06143597,0.073991306,0.083581306,0.09039172,0.09543097,0.099519044,0.10317548,0.106840074,0.111388505,0.12415557,0.1634759,0.17102188,0.16665569,0.15955532,0.15185408,0.14476594,0.13855,0.13283244,0.1270093,0.120285064,0.11154182,0.09990429,0.08673955,0.07721107,0.06633199,0.05174155,0.019034259,0.0005315813,0.0008723833,0.002609775,0.004601604,0.006093292,0.0064952285,0.005599944,0.0036401383,0.0013075075,0.0,0.0033954051
15,0.99999964,0.8420298,0.7093298,0.6010707,0.5220986,0.4673188,0.43274695,0.40978897,0.3834664,0.34738767,0.3238575,0.305793,0.28851765,0.2713534,0.25458327,0.23879889,0.224442,0.21158755,0.1999428,0.18892847,0.17783391,0.16608071,0.1537015,0.14147042,0.13030796,0.122607104,0.12659156,0.14702342,0.15719396,0.16525543,0.17463066,0.1853796,0.19785315,0.21284752,0.2312347,0.2531884,0.27799797,0.30406308,0.32649645,0.34129155,0.347363,0.343241,0.3296309,0.31637,0.30823886,0.30150172,0.29375854,0.28383842,0.2709628,0.2545436,0.23416285,0.21007453,0.18373784,0.15718073,0.13446875,0.11852567,0.11021643,0.11073576,0.12203135,0.13936931,0.14919597,0.1544633,0.15922983,0.16500503,0.17295188,0.18487966,0.204026,0.23502517,0.2769408,0.31763437,0.34337503,0.3530377,0.352044,0.34386438,0.33104694,0.3186113,0.30975187,0.30348468,0.29802778,0.2920101,0.28402182,0.27190623,0.25187114,0.21834674,0.17241757,0.13023478,0.104249015,0.09315093,0.09288642,0.101009615,0.11652419,0.13254486,0.14200033,0.14734966,0.15136938,0.15536794,0.16044305,0.16852216,0.18448906,0.22194941,0.28857672,0.3384921,0.35741714,0.3590148,0.3523579,0.34139824,0.32893172,0.31750652,0.3083429,0.3012178,0.29536855,0.28999627,0.28408355,0.27575138,0.2599996,0.220648,0.14756304,0.09706308,0.07859654,0.0763808,0.081906475,0.09344542,0.10945463,0.12401432,0.13340013,0.13922559,0.1434472,0.14706399,0.1508765,0.15627962,0.1677013,0.20936476,0.30772218,0.35207486,0.3586771,0.35391235,0.3447161,0.3336621,0.3226222,0.31251428,0.303475,0.29535356,0.28798157,0.28122678,0.27474976,0.2675171,0.25583088,0.21563019,0.11619619,0.0649362,0.058030646,0.060953513,0.06817032,0.07923666,0.09267922,0.10534146,0.11538502,0.12301798,0.12927283,0.1349925,0.14078003,0.14751013,0.15802188,0.1972959,0.32763472,0.35972723,0.35924315,0.35325634,0.34538797,0.3371484,0.3289141,0.32037562,0.31089634,0.2994773,0.2843851,0.26172864,0.23645443,0.22389358,0.20705467,0.17296599,0.068145625,0.0034704118,0.0,0.0004364466,0.0020367508,0.0036714417,0.0046095815,0.004580485,0.0037834188,0.002876139,0.0032420487,0.0086416425
16,0.9999996,0.4202197,0.18570657,0.1338843,0.17289118,0.2381138,0.30561277,0.3551613,0.35838053,0.3122717,0.2978716,0.29363883,0.2862693,0.27518067,0.26181892,0.24787354,0.23456807,0.22246197,0.21156308,0.20151675,0.19182637,0.18230022,0.17360963,0.16767958,0.16718166,0.17797455,0.22016338,0.3013015,0.3325371,0.34615076,0.35822284,0.3708164,0.3847958,0.4011844,0.42094532,0.4440681,0.4693115,0.49397847,0.5111071,0.51480395,0.50251925,0.46885547,0.4137106,0.36714637,0.3433019,0.32925442,0.3173191,0.3044409,0.28911164,0.2704225,0.24785915,0.22181354,0.19424209,0.16805582,0.14900613,0.14186169,0.14893024,0.17378236,0.22432022,0.28747323,0.32062992,0.33472908,0.3436408,0.35190675,0.36172867,0.37547514,0.3968679,0.4310656,0.4765109,0.5180742,0.537472,0.53008807,0.50530005,0.46728837,0.42009014,0.3780361,0.3505065,0.33377704,0.32216233,0.31212777,0.30117196,0.28643876,0.26349396,0.22611108,0.17591412,0.13206792,0.11062477,0.1119576,0.13174011,0.16911253,0.2250596,0.27925965,0.30955893,0.32463366,0.33384705,0.3411047,0.34858087,0.35882872,0.37749368,0.4199514,0.49447903,0.54695433,0.5572997,0.54019326,0.5084159,0.46824303,0.42631397,0.38999042,0.36277097,0.34357277,0.32968038,0.31875074,0.3087803,0.29717606,0.27807796,0.23328301,0.15194727,0.09887068,0.08734495,0.100233614,0.12712131,0.16876182,0.22262424,0.27026743,0.29972854,0.31648028,0.32718286,0.33514914,0.3422733,0.35056672,0.3651828,0.41349596,0.52507734,0.57096696,0.5662487,0.5425272,0.51022506,0.4745565,0.4405165,0.41058296,0.3850196,0.36334023,0.34501028,0.32956588,0.31628987,0.3037192,0.28748307,0.24056225,0.12940225,0.076754235,0.07932503,0.09676576,0.12328835,0.16030875,0.2039449,0.24416031,0.2749497,0.296932,0.3133487,0.3268243,0.33904296,0.35152072,0.36754942,0.41500023,0.56351954,0.5938254,0.58087456,0.5584912,0.53385824,0.51091933,0.49054855,0.47156104,0.45201737,0.42933035,0.39976454,0.3597546,0.31457034,0.28328368,0.24692741,0.19528441,0.07244492,0.0016344748,0.0017862755,0.007046955,0.013345376,0.018167011,0.019588834,0.016928395,0.01092507,0.0037858572,0.0,0.011399448
17,0.0,0.31338477,0.51600456,0.64864534,0.73665935,0.8006707,0.850506,0.89205843,0.92922133,0.9621083,0.9758736,0.9786875,0.97615474,0.9703753,0.9627171,0.95423865,0.9456563,0.9373074,0.9291529,0.9208639,0.9118965,0.90166885,0.8898325,0.8762567,0.86051244,0.8421461,0.81962,0.7949756,0.788915,0.7915639,0.797149,0.8043769,0.8131842,0.8240463,0.83758664,0.8540521,0.873235,0.894601,0.9156627,0.9345228,0.95131105,0.96748924,0.98423225,0.99591213,0.99999976,0.99962574,0.99641085,0.99069375,0.9823632,0.9711662,0.95684475,0.9394955,0.9199153,0.8990749,0.87898874,0.860675,0.84384644,0.8278589,0.8102908,0.7931603,0.78527963,0.7835243,0.7845083,0.78738946,0.7923927,0.8005643,0.8141291,0.83637524,0.86696416,0.8983232,0.92265713,0.94139016,0.9562103,0.9694157,0.9820625,0.9919382,0.99740833,0.9994778,0.9993311,0.9973362,0.9931275,0.9854962,0.9719351,0.94855946,0.9158436,0.88425845,0.8610246,0.84400535,0.83025724,0.81686115,0.8017867,0.7887329,0.78221023,0.7799158,0.77961147,0.780582,0.78297424,0.7878858,0.7986525,0.82479686,0.871927,0.9094175,0.92986554,0.9433582,0.9546188,0.9652474,0.97492504,0.9824647,0.9872784,0.98973906,0.9905361,0.9900594,0.9881732,0.9838949,0.9739251,0.9470877,0.8959762,0.8585297,0.8394887,0.82754475,0.81740385,0.8060919,0.79313344,0.7823447,0.7762719,0.7735423,0.7725351,0.7724776,0.7732661,0.775591,0.78245836,0.8108323,0.87943125,0.9132387,0.92582315,0.9344996,0.9424536,0.9499847,0.9565074,0.96170497,0.96558726,0.9682386,0.96976656,0.9702836,0.96977025,0.9677093,0.9616732,0.9349922,0.8656953,0.8267893,0.8149946,0.8074329,0.7999959,0.7911043,0.78127265,0.77267444,0.7666407,0.76302737,0.7611498,0.76047015,0.7607305,0.7621974,0.7668045,0.79231936,0.882915,0.9093014,0.9170696,0.9231021,0.9279232,0.93111235,0.93264645,0.9328457,0.9320683,0.93058306,0.9283706,0.92219996,0.91573846,0.9184314,0.91836417,0.90364546,0.8343815,0.7882561,0.783083,0.780131,0.77817637,0.7772718,0.77767396,0.7794464,0.7823753,0.7859177,0.78903604,0.78914845
18,0.0,0.44089028,0.72075415,0.86054784,0.92953676,0.9654365,0.9872073,0.99999964,0.99863404,0.9817018,0.9659727,0.9497289,0.9318215,0.91291744,0.8939854,0.87598735,0.8595484,0.844801,0.83142763,0.81875956,0.8059588,0.79229033,0.77764195,0.76260686,0.7478268,0.7352045,0.7313299,0.74096125,0.7477857,0.7556246,0.7655418,0.77718145,0.7908154,0.8072871,0.827554,0.85184306,0.8794762,0.90890557,0.9351123,0.95402855,0.964764,0.96653223,0.9603243,0.95275164,0.9471004,0.94117826,0.93345714,0.92303455,0.909211,0.8913905,0.86913395,0.84268904,0.81357723,0.7838658,0.7577188,0.7379918,0.72534144,0.7205879,0.72461754,0.7340014,0.7399151,0.743884,0.7483135,0.75422627,0.7627012,0.7756374,0.79654884,0.8304992,0.8765684,0.9218436,0.95195675,0.96640986,0.970419,0.9677204,0.9608455,0.9533868,0.9475609,0.94284564,0.9380958,0.93225867,0.9239967,0.9110549,0.8893439,0.8527912,0.80248684,0.75578713,0.72578794,0.71066976,0.7059657,0.70861846,0.7171047,0.7266791,0.7327133,0.7365795,0.73994684,0.7437075,0.74886084,0.757419,0.774679,0.8154632,0.8882062,0.94341916,0.96639585,0.9721975,0.9701677,0.96422875,0.9566785,0.9493226,0.9430166,0.9376904,0.9329163,0.9281347,0.9224246,0.91384035,0.8970006,0.85429317,0.77455854,0.71877295,0.69663507,0.69083816,0.6923093,0.69859105,0.70819443,0.7172485,0.7233696,0.7275048,0.73081803,0.7339164,0.73745936,0.74287057,0.7549455,0.80007315,0.90713453,0.95635253,0.96615577,0.9649022,0.95960224,0.9525629,0.94520324,0.9382098,0.9317038,0.9255837,0.9197344,0.9140879,0.9083423,0.9014357,0.88938874,0.8460069,0.73762286,0.68071264,0.67091775,0.67098314,0.6747989,0.6814627,0.68986946,0.69800353,0.7047084,0.71011955,0.71490395,0.71961457,0.7246867,0.73096466,0.74152076,0.78365284,0.92540526,0.9616442,0.96377295,0.96059984,0.95541567,0.9493721,0.94279146,0.9355084,0.92709786,0.91678274,0.9030628,0.881534,0.8576503,0.8477097,0.8331744,0.7989728,0.68595284,0.6151135,0.61043656,0.6098565,0.61060655,0.61172557,0.61266434,0.61321545,0.61347604,0.61384034,0.6151677,0.61986893
19,0.9999996,0.5137427,0.3055986,0.2376239,0.23880024,0.27438593,0.3245203,0.3768148,0.4203395,0.44913352,0.45875525,0.45538977,0.44377404,0.42674345,0.40669286,0.38570333,0.36521754,0.34584746,0.3274506,0.30926213,0.29014525,0.26897898,0.24535453,0.21961477,0.19182566,0.16301316,0.13668524,0.11865238,0.117618464,0.126354,0.1397316,0.1561371,0.1757182,0.19961959,0.22921279,0.2649409,0.3060549,0.3508192,0.3927851,0.42687267,0.4525201,0.47064266,0.48322108,0.489509,0.48939294,0.4844449,0.47515547,0.4611976,0.4419014,0.41655463,0.3845428,0.34616658,0.30342525,0.2589141,0.21794258,0.18376797,0.15661186,0.13643467,0.12143235,0.11103252,0.10748767,0.10875105,0.113187395,0.12072548,0.13243352,0.15084884,0.180988,0.23015174,0.29727978,0.36459243,0.41296494,0.44348916,0.46192822,0.47353604,0.48135635,0.48586127,0.4870508,0.4855685,0.48175725,0.4751924,0.46445763,0.44656718,0.41576862,0.36334753,0.29064372,0.22189361,0.1746922,0.14542077,0.12759364,0.11583021,0.106852025,0.10080678,0.09875478,0.09938251,0.1016719,0.10558073,0.11202688,0.12370327,0.14814007,0.20659588,0.31138006,0.39268753,0.4315464,0.4499828,0.46008193,0.46652547,0.4707455,0.4729004,0.47303754,0.4714893,0.46863812,0.46446025,0.45810378,0.4470525,0.423734,0.36298355,0.24851958,0.16669254,0.12990676,0.113092445,0.10377138,0.096969165,0.091045246,0.08693332,0.08541146,0.08580182,0.08732632,0.08966318,0.09321594,0.09979661,0.1162021,0.18031016,0.3337253,0.40660053,0.42717335,0.43519148,0.4393456,0.44172466,0.44281662,0.44281662,0.44183016,0.43985993,0.43694282,0.43312627,0.4281677,0.42070875,0.40516573,0.34406182,0.18866852,0.10447824,0.08472834,0.07698188,0.0722686,0.06826481,0.06464347,0.062087692,0.06106169,0.061528534,0.06329832,0.066241816,0.07043287,0.076797254,0.08970274,0.14854626,0.35141003,0.40660846,0.41628295,0.42008102,0.421078,0.41972494,0.4162434,0.41083908,0.40355417,0.39406958,0.38120368,0.35822013,0.33310813,0.32822603,0.31694263,0.27530643,0.116365634,0.013942037,0.004987588,0.0014981228,6.330096e-05,0.0,0.0011420549,0.0033971516,0.006612313,0.010547522,0.01478605,0.018547181
20,0.597066,0.26780167,0.1652647,0.18154593,0.23945619,0.3286455,0.42776304,0.5386698,0.68519187,0.8623787,0.9316519,0.9465993,0.9426069,0.9289338,0.90989774,0.8882857,0.8657981,0.84327394,0.8205251,0.7964745,0.76941246,0.7370883,0.6974532,0.64805025,0.5844929,0.499131,0.36590168,0.18528622,0.12970906,0.12743555,0.13886268,0.15660611,0.17954287,0.20866759,0.24561207,0.29138473,0.34632018,0.41073924,0.48096585,0.55474484,0.63491344,0.7324405,0.8520287,0.9427582,0.981504,0.9931512,0.99141395,0.9805277,0.96145505,0.9340171,0.8976731,0.85241836,0.7995914,0.7403198,0.67718416,0.60965276,0.53425574,0.44479603,0.3235301,0.19128168,0.12626672,0.105204694,0.10059351,0.10450339,0.115705915,0.13625456,0.1717506,0.2308297,0.31354684,0.40309826,0.48466948,0.5683904,0.6522673,0.7417362,0.8372785,0.91655326,0.9643565,0.9883246,0.9986058,0.9999992,0.993362,0.9765491,0.9436337,0.8848754,0.80062276,0.7148391,0.6412389,0.57071894,0.49543655,0.40425792,0.28778195,0.18096839,0.12433699,0.10007555,0.08980352,0.08674162,0.089390986,0.09980512,0.12635839,0.19361936,0.31681958,0.42128173,0.4954778,0.5669145,0.6428432,0.7239102,0.80256164,0.867132,0.9120796,0.9399896,0.95622045,0.9645582,0.9663275,0.9600249,0.93790865,0.87215114,0.7432075,0.6424674,0.5762056,0.514986,0.44736746,0.36039665,0.25447235,0.16330287,0.10928875,0.08156664,0.06689885,0.058859073,0.055173792,0.056745995,0.07103792,0.14195208,0.3185339,0.41421828,0.4704234,0.52843904,0.59148306,0.6558563,0.7144862,0.7637791,0.8035746,0.834707,0.8581342,0.87475926,0.8851871,0.88872117,0.8797004,0.81643647,0.6420869,0.53474164,0.4841011,0.43615577,0.37976274,0.30701968,0.22376165,0.14879552,0.093571305,0.056993514,0.03308044,0.017019216,0.0061238008,0.0,0.0035111012,0.06352068,0.2962297,0.37632495,0.4205942,0.46659142,0.50968724,0.54444987,0.56999475,0.5887695,0.6040928,0.61951685,0.63851166,0.6513597,0.6680443,0.70876575,0.74311125,0.7327705,0.569871,0.45086482,0.42955068,0.41230687,0.39810663,0.3896543,0.3899064,0.39978424,0.41767436,0.439181,0.4556456,0.44491976
